country_name,country_code,year,population,electricity_twh,avg_temp,population_growth,population_growth_pct,electro_growth,electro_growth_pct,temp_growth,temp_growth_pct,electro_per_capita_kwh
Mauritania,MRT,2012,3619034,0.96,28.64,116223,3.32,0.09,10.34,-0.3,-1.04,265.26
Mauritania,MRT,2013,3734318,0.98,29.1,115284,3.19,0.02,2.08,0.46,1.61,262.43
Mauritania,MRT,2014,3848514,1.03,28.8,114196,3.06,0.05,5.1,-0.3,-1.03,267.64
Mauritania,MRT,2015,3965959,1.16,29.05,117445,3.05,0.13,12.62,0.25,0.87,292.49
Mauritania,MRT,2016,4086657,1.16,29.12,120698,3.04,0,0,0.07,0.24,283.85
Mauritania,MRT,2017,4210600,1.35,29.1,123943,3.03,0.19,16.38,-0.02,-0.07,320.62
Mauritania,MRT,2018,4337685,1.45,28.61,127085,3.02,0.1,7.41,-0.49,-1.68,334.28
Mauritania,MRT,2019,4467708,1.56,28.67,130023,3,0.11,7.59,0.06,0.21,349.17
Mauritania,MRT,2020,4600131,1.64,29.11,132423,2.96,0.08,5.13,0.44,1.53,356.51
Mauritania,MRT,2021,4734874,1.63,29.3,134743,2.93,-0.01,-0.61,0.19,0.65,344.25
Mauritania,MRT,2022,4875637,1.7,28.9,140763,2.97,0.07,4.29,-0.4,-1.37,348.67
Mauritius,MUS,2000,1186873,1.77,22.76,NULL,NULL,NULL,NULL,NULL,NULL,1491.31
Mauritius,MUS,2001,1196287,1.92,23.23,9414,0.79,0.15,8.47,0.47,2.07,1604.97
Mauritius,MUS,2002,1204621,1.96,23.19,8334,0.7,0.04,2.08,-0.04,-0.17,1627.07
Mauritius,MUS,2003,1213370,2.09,23.36,8749,0.73,0.13,6.63,0.17,0.73,1722.48
Mauritius,MUS,2004,1221003,2.16,23.23,7633,0.63,0.07,3.35,-0.13,-0.56,1769.04
Mauritius,MUS,2005,1228254,2.26,23.07,7251,0.59,0.1,4.63,-0.16,-0.69,1840.01
Mauritius,MUS,2006,1233996,2.36,23.26,5742,0.47,0.1,4.42,0.19,0.82,1912.49
Mauritius,MUS,2007,1239630,2.46,23.28,5634,0.46,0.1,4.24,0.02,0.09,1984.46
Mauritius,MUS,2008,1244121,2.56,23.22,4491,0.36,0.1,4.07,-0.06,-0.26,2057.68
Mauritius,MUS,2009,1247429,2.57,23.7,3308,0.27,0.01,0.39,0.48,2.07,2060.24
Mauritius,MUS,2010,1250400,2.69,23.73,2971,0.24,0.12,4.67,0.03,0.13,2151.31
Mauritius,MUS,2011,1252404,2.73,23.7,2004,0.16,0.04,1.49,-0.03,-0.13,2179.81
Mauritius,MUS,2012,1255882,2.79,23.55,3478,0.28,0.06,2.2,-0.15,-0.63,2221.55
Mauritius,MUS,2013,1258927,2.86,23.53,3045,0.24,0.07,2.51,-0.02,-0.08,2271.78
Mauritius,MUS,2014,1261208,2.94,23.92,2281,0.18,0.08,2.8,0.39,1.66,2331.1
Mauritius,MUS,2015,1262879,2.99,23.88,1671,0.13,0.05,1.7,-0.04,-0.17,2367.61
Mauritius,MUS,2016,1263747,3.05,23.65,868,0.07,0.06,2.01,-0.23,-0.96,2413.46
Mauritius,MUS,2017,1264887,3.11,24.05,1140,0.09,0.06,1.97,0.4,1.69,2458.72
Mauritius,MUS,2018,1265577,3.12,23.83,690,0.05,0.01,0.32,-0.22,-0.91,2465.28
Mauritius,MUS,2019,1265985,3.23,24.15,408,0.03,0.11,3.53,0.32,1.34,2551.37
Mauritius,MUS,2020,1266014,2.9,23.59,29,0,-0.33,-10.22,-0.56,-2.32,2290.65
Mauritius,MUS,2021,1266334,2.99,23.7,320,0.03,0.09,3.1,0.11,0.47,2361.15
Mauritius,MUS,2022,1262523,3.51,23.27,-3811,-0.3,0.52,17.39,-0.43,-1.81,2780.15
Mexico,MEX,2000,98625552,203.62,21.17,NULL,NULL,NULL,NULL,NULL,NULL,2064.58
Mexico,MEX,2001,100099099,210.22,20.99,1473547,1.49,6.6,3.24,-0.18,-0.85,2100.12
Mexico,MEX,2002,101548624,215.73,21.18,1449525,1.45,5.51,2.62,0.19,0.91,2124.4
Mexico,MEX,2003,102978515,224.9,21.26,1429891,1.41,9.17,4.25,0.08,0.38,2183.95
Mexico,MEX,2004,104394131,235.39,20.98,1415616,1.37,10.49,4.66,-0.28,-1.32,2254.82
Mexico,MEX,2005,105811504,247.97,21.28,1417373,1.36,12.58,5.34,0.3,1.43,2343.51
Mexico,MEX,2006,107253666,256.25,21.44,1442162,1.36,8.28,3.34,0.16,0.75,2389.2
Mexico,MEX,2007,108774360,263.26,21.09,1520694,1.42,7.01,2.74,-0.35,-1.63,2420.24
Mexico,MEX,2008,110374288,269.29,21.06,1599928,1.47,6.03,2.29,-0.03,-0.14,2439.79
Mexico,MEX,2009,111999721,267.76,21.55,1625433,1.47,-1.53,-0.57,0.49,2.33,2390.72
Mexico,MEX,2010,113623895,275.58,20.78,1624174,1.45,7.82,2.92,-0.77,-3.57,2425.37
Mexico,MEX,2011,115243504,292.14,21.59,1619609,1.43,16.56,6.01,0.81,3.9,2534.98
Mexico,MEX,2012,116818208,296.4,21.66,1574704,1.37,4.26,1.46,0.07,0.32,2537.28
Mexico,MEX,2013,118343573,297.12,21.16,1525365,1.31,0.72,0.24,-0.5,-2.31,2510.66
Mexico,MEX,2014,119784261,303.32,21.39,1440688,1.22,6.2,2.09,0.23,1.09,2532.22
Mexico,MEX,2015,121072306,310.35,21.54,1288045,1.08,7.03,2.32,0.15,0.7,2563.34
Mexico,MEX,2016,122251351,319.44,21.75,1179045,0.97,9.09,2.93,0.21,0.97,2612.98
Mexico,MEX,2017,123400057,329.09,22.03,1148706,0.94,9.65,3.02,0.28,1.29,2666.85
Mexico,MEX,2018,124573711,349.3,21.66,1173654,0.95,20.21,6.14,-0.37,-1.68,2803.96
Mexico,MEX,2019,125762982,344.57,21.88,1189271,0.95,-4.73,-1.35,0.22,1.02,2739.84
Mexico,MEX,2020,126799054,325.74,22.08,1036072,0.82,-18.83,-5.46,0.2,0.91,2568.95
Mexico,MEX,2021,127648148,330,21.85,849094,0.67,4.26,1.31,-0.23,-1.04,2585.23
Mexico,MEX,2022,128613117,340.69,21.7,964969,0.76,10.69,3.24,-0.15,-0.69,2648.95
Moldova,MDA,2000,2924668,5.45,11.18,NULL,NULL,NULL,NULL,NULL,NULL,1863.46
Moldova,MDA,2001,2918135,5.85,10.62,-6533,-0.22,0.4,7.34,-0.56,-5.01,2004.71
Moldova,MDA,2002,2911385,5.64,11.08,-6750,-0.23,-0.21,-3.59,0.46,4.33,1937.22
Moldova,MDA,2003,2903198,5.77,10.02,-8187,-0.28,0.13,2.3,-1.06,-9.57,1987.46
Moldova,MDA,2004,2896023,5.8,10.52,-7175,-0.25,0.03,0.52,0.5,4.99,2002.75
Moldova,MDA,2005,2888985,5.97,10.51,-7038,-0.24,0.17,2.93,-0.01,-0.1,2066.47
Moldova,MDA,2006,2880967,6.08,10.26,-8018,-0.28,0.11,1.84,-0.25,-2.38,2110.4
Moldova,MDA,2007,2874299,5.87,11.92,-6668,-0.23,-0.21,-3.45,1.66,16.18,2042.24
Moldova,MDA,2008,2868833,6.01,11.4,-5466,-0.19,0.14,2.39,-0.52,-4.36,2094.93
Moldova,MDA,2009,2865213,6.19,11.45,-3620,-0.13,0.18,3,0.05,0.44,2160.4
Moldova,MDA,2010,2862354,6.11,10.89,-2859,-0.1,-0.08,-1.29,-0.56,-4.89,2134.61
Moldova,MDA,2011,2860699,5.78,10.63,-1655,-0.06,-0.33,-5.4,-0.26,-2.39,2020.49
Moldova,MDA,2012,2860324,5.81,11.22,-375,-0.01,0.03,0.52,0.59,5.55,2031.24
Moldova,MDA,2013,2859558,4.51,11.29,-766,-0.03,-1.3,-22.38,0.07,0.62,1577.17
Moldova,MDA,2014,2857815,5.37,11.33,-1743,-0.06,0.86,19.07,0.04,0.35,1879.06
Moldova,MDA,2015,2835978,6.04,11.94,-21837,-0.76,0.67,12.48,0.61,5.38,2129.78
Moldova,MDA,2016,2803186,5.85,11.42,-32792,-1.16,-0.19,-3.15,-0.52,-4.36,2086.91
Moldova,MDA,2017,2755189,4.96,11.4,-47997,-1.71,-0.89,-15.21,-0.02,-0.18,1800.24
Moldova,MDA,2018,2707203,5.38,11.52,-47986,-1.74,0.42,8.47,0.12,1.05,1987.29
Moldova,MDA,2019,2664224,5.69,12.39,-42979,-1.59,0.31,5.76,0.87,7.55,2135.71
Moldova,MDA,2020,2635130,6.18,12.43,-29094,-1.09,0.49,8.61,0.04,0.32,2345.24
Moldova,MDA,2021,2595809,6.66,10.95,-39321,-1.49,0.48,7.77,-1.48,-11.91,2565.67
Moldova,MDA,2022,2528654,5.32,11.9,-67155,-2.59,-1.34,-20.12,0.95,8.68,2103.89
Mongolia,MNG,2000,2388299,2.9,0.52,NULL,NULL,NULL,NULL,NULL,NULL,1214.25
Mongolia,MNG,2001,2417751,2.97,1.13,29452,1.23,0.07,2.41,0.61,117.31,1228.41
Mongolia,MNG,2002,2449027,3.09,1.53,31276,1.29,0.12,4.04,0.4,35.4,1261.73
Mongolia,MNG,2003,2480374,3.11,0.52,31347,1.28,0.02,0.65,-1.01,-66.01,1253.84
Mongolia,MNG,2004,2508412,3.28,1.5,28038,1.13,0.17,5.47,0.98,188.46,1307.6
Mongolia,MNG,2005,2536407,3.4,0.22,27995,1.12,0.12,3.66,-1.28,-85.33,1340.48
Mongolia,MNG,2006,2567168,3.53,1.37,30761,1.21,0.13,3.82,1.15,522.73,1375.06
Mongolia,MNG,2007,2601850,3.71,2.64,34682,1.35,0.18,5.1,1.27,92.7,1425.91
Mongolia,MNG,2008,2643201,4,1.54,41351,1.59,0.29,7.82,-1.1,-41.67,1513.32
Mongolia,MNG,2009,2691115,4.04,0.97,47914,1.81,0.04,1,-0.57,-37.01,1501.24
Mongolia,MNG,2010,2738622,4.32,-0.12,47507,1.77,0.28,6.93,-1.09,-112.37,1577.44
Mongolia,MNG,2011,2786317,4.54,0.3,47695,1.74,0.22,5.09,0.42,-350,1629.39
Mongolia,MNG,2012,2839705,4.81,-0.37,53388,1.92,0.27,5.95,-0.67,-223.33,1693.84
Mongolia,MNG,2013,2899011,5.02,1.31,59306,2.09,0.21,4.37,1.68,-454.05,1731.63
Mongolia,MNG,2014,2963113,5.38,1.61,64102,2.21,0.36,7.17,0.3,22.9,1815.66
Mongolia,MNG,2015,3026864,5.51,1.98,63751,2.15,0.13,2.42,0.37,22.98,1820.37
Mongolia,MNG,2016,3088856,5.67,1.02,61992,2.05,0.16,2.9,-0.96,-48.48,1835.63
Mongolia,MNG,2017,3148917,6.03,2.17,60061,1.94,0.36,6.35,1.15,112.75,1914.94
Mongolia,MNG,2018,3208189,6.57,1.47,59272,1.88,0.54,8.96,-0.7,-32.26,2047.88
Mongolia,MNG,2019,3267673,6.94,1.64,59484,1.85,0.37,5.63,0.17,11.56,2123.84
Mongolia,MNG,2020,3327204,6.64,1.54,59531,1.82,-0.3,-4.32,-0.1,-6.1,1995.67
Mongolia,MNG,2021,3383741,7.44,2.08,56537,1.7,0.8,12.05,0.54,35.06,2198.75
Mongolia,MNG,2022,3433748,7.8,1.31,50007,1.48,0.36,4.84,-0.77,-37.02,2271.57
Montenegro,MNE,2000,604950,0,10.39,NULL,NULL,NULL,NULL,NULL,NULL,0
Montenegro,MNE,2001,607389,0,9.75,2439,0.4,0,NULL,-0.64,-6.16,0
Montenegro,MNE,2002,609828,0,10.2,2439,0.4,0,NULL,0.45,4.62,0
Montenegro,MNE,2003,612267,0,9.77,2439,0.4,0,NULL,-0.43,-4.22,0
Montenegro,MNE,2004,613353,0,9.4,1086,0.18,0,NULL,-0.37,-3.79,0
Montenegro,MNE,2005,614261,2.87,8.9,908,0.15,2.87,NULL,-0.5,-5.32,4672.28
Montenegro,MNE,2006,615025,2.95,9.51,764,0.12,0.08,2.79,0.61,6.85,4796.55
Montenegro,MNE,2007,615875,2.14,10.33,850,0.14,-0.81,-27.46,0.82,8.62,3474.73
Montenegro,MNE,2008,616969,2.83,10.41,1094,0.18,0.69,32.24,0.08,0.77,4586.94
Montenegro,MNE,2009,618294,2.76,10.26,1325,0.21,-0.07,-2.47,-0.15,-1.44,4463.9
Montenegro,MNE,2010,619428,4.02,9.71,1134,0.18,1.26,45.65,-0.55,-5.36,6489.86
Montenegro,MNE,2011,620079,2.65,9.99,651,0.11,-1.37,-34.08,0.28,2.88,4273.65
Montenegro,MNE,2012,620601,2.85,10.39,522,0.08,0.2,7.55,0.4,4,4592.32
Montenegro,MNE,2013,621207,3.94,10.38,606,0.1,1.09,38.25,-0.01,-0.1,6342.49
Montenegro,MNE,2014,621810,3.17,10.62,603,0.1,-0.77,-19.54,0.24,2.31,5098.02
Montenegro,MNE,2015,622159,3,10.65,349,0.06,-0.17,-5.36,0.03,0.28,4821.92
Montenegro,MNE,2016,622303,3.14,10.34,144,0.02,0.14,4.67,-0.31,-2.91,5045.77
Montenegro,MNE,2017,622373,2.48,10.4,70,0.01,-0.66,-21.02,0.06,0.58,3984.75
Montenegro,MNE,2018,622227,3.8,11.1,-146,-0.02,1.32,53.23,0.7,6.73,6107.1
Montenegro,MNE,2019,622028,3.43,11.13,-199,-0.03,-0.37,-9.74,0.03,0.27,5514.22
Montenegro,MNE,2020,621306,3.39,10.63,-722,-0.12,-0.04,-1.17,-0.5,-4.49,5456.25
Montenegro,MNE,2021,619211,3.77,10.25,-2095,-0.34,0.38,11.21,-0.38,-3.57,6088.39
Montenegro,MNE,2022,617213,3.31,11,-1998,-0.32,-0.46,-12.2,0.75,7.32,5362.82
Mozambique,MOZ,2000,18129653,9.57,23.91,NULL,NULL,NULL,NULL,NULL,NULL,527.86
Mozambique,MOZ,2001,18537729,11.76,24.18,408076,2.25,2.19,22.88,0.27,1.13,634.38
Mozambique,MOZ,2002,18958338,12.58,24.34,420609,2.27,0.82,6.97,0.16,0.66,663.56
Mozambique,MOZ,2003,19392475,10.79,24.45,434137,2.29,-1.79,-14.23,0.11,0.45,556.4
Mozambique,MOZ,2004,19840313,11.6,24.36,447838,2.31,0.81,7.51,-0.09,-0.37,584.67
Mozambique,MOZ,2005,20304569,13.15,24.99,464256,2.34,1.55,13.36,0.63,2.59,647.64
Mozambique,MOZ,2006,20787087,14.59,24.48,482518,2.38,1.44,10.95,-0.51,-2.04,701.88
Mozambique,MOZ,2007,21287635,15.91,24.54,500548,2.41,1.32,9.05,0.06,0.25,747.38
Mozambique,MOZ,2008,21819036,14.97,24.36,531401,2.5,-0.94,-5.91,-0.18,-0.73,686.1
Mozambique,MOZ,2009,22391745,16.79,24.42,572709,2.62,1.82,12.16,0.06,0.25,749.83
Mozambique,MOZ,2010,22999235,16.67,24.78,607490,2.71,-0.12,-0.71,0.36,1.47,724.81
Mozambique,MOZ,2011,23649039,16.59,24.27,649804,2.83,-0.08,-0.48,-0.51,-2.06,701.51
Mozambique,MOZ,2012,24337846,14.97,24.36,688807,2.91,-1.62,-9.76,0.09,0.37,615.09
Mozambique,MOZ,2013,25051611,14.87,24.27,713765,2.93,-0.1,-0.67,-0.09,-0.37,593.57
Mozambique,MOZ,2014,25788475,16.4,24.39,736864,2.94,1.53,10.29,0.12,0.49,635.94
Mozambique,MOZ,2015,26547572,18.38,24.78,759097,2.94,1.98,12.07,0.39,1.6,692.34
Mozambique,MOZ,2016,27337105,18.86,24.67,789533,2.97,0.48,2.61,-0.11,-0.44,689.9
Mozambique,MOZ,2017,28166393,17.64,24.44,829288,3.03,-1.22,-6.47,-0.23,-0.93,626.28
Mozambique,MOZ,2018,29018644,17.14,24.56,852251,3.03,-0.5,-2.83,0.12,0.49,590.65
Mozambique,MOZ,2019,29884380,18.99,24.81,865736,2.98,1.85,10.79,0.25,1.02,635.45
Mozambique,MOZ,2020,30783688,19.02,24.61,899308,3.01,0.03,0.16,-0.2,-0.81,617.86
Mozambique,MOZ,2021,31707800,18.86,24.53,924112,3,-0.16,-0.84,-0.08,-0.33,594.81
Mozambique,MOZ,2022,32656246,19.02,24.42,948446,2.99,0.16,0.85,-0.11,-0.45,582.43
Myanmar,MMR,2000,45290841,5.1,23.46,NULL,NULL,NULL,NULL,NULL,NULL,112.61
Myanmar,MMR,2001,45771139,4.67,23.87,480298,1.06,-0.43,-8.43,0.41,1.75,102.03
Myanmar,MMR,2002,46232653,5.07,23.8,461514,1.01,0.4,8.57,-0.07,-0.29,109.66
Myanmar,MMR,2003,46667192,5.42,23.74,434539,0.94,0.35,6.9,-0.06,-0.25,116.14
Myanmar,MMR,2004,47068772,5.61,23.59,401580,0.86,0.19,3.51,-0.15,-0.63,119.19
Myanmar,MMR,2005,47438365,6.02,24.02,369593,0.79,0.41,7.31,0.43,1.82,126.9
Myanmar,MMR,2006,47785135,6.18,23.96,346770,0.73,0.16,2.66,-0.06,-0.25,129.33
Myanmar,MMR,2007,48125043,6.4,23.72,339908,0.71,0.22,3.56,-0.24,-1,132.99
Myanmar,MMR,2008,48390793,6.62,23.63,265750,0.55,0.22,3.44,-0.09,-0.38,136.8
Myanmar,MMR,2009,48660459,6.97,24.15,269666,0.56,0.35,5.29,0.52,2.2,143.24
Myanmar,MMR,2010,49024382,8.62,24.44,363923,0.75,1.65,23.67,0.29,1.2,175.83
Myanmar,MMR,2011,49419820,10.43,23.68,395438,0.81,1.81,21,-0.76,-3.11,211.05
Myanmar,MMR,2012,49837446,11.16,23.93,417626,0.85,0.73,7,0.25,1.06,223.93
Myanmar,MMR,2013,50262658,12.46,23.72,425212,0.85,1.3,11.65,-0.21,-0.88,247.9
Myanmar,MMR,2014,50681634,14.39,23.98,418976,0.83,1.93,15.49,0.26,1.1,283.93
Myanmar,MMR,2015,51089056,16.2,23.93,407422,0.8,1.81,12.58,-0.05,-0.21,317.09
Myanmar,MMR,2016,51495696,18.12,24.13,406640,0.8,1.92,11.85,0.2,0.84,351.87
Myanmar,MMR,2017,51894938,21.04,23.94,399242,0.78,2.92,16.11,-0.19,-0.79,405.43
Myanmar,MMR,2018,52272247,21.64,23.7,377309,0.73,0.6,2.85,-0.24,-1,413.99
Myanmar,MMR,2019,52640713,19.32,24.2,368466,0.7,-2.32,-10.72,0.5,2.11,367.02
Myanmar,MMR,2020,53016522,18.78,24.08,375809,0.71,-0.54,-2.8,-0.12,-0.5,354.23
Myanmar,MMR,2021,53387102,19.99,24.11,370580,0.7,1.21,6.44,0.03,0.12,374.44
Myanmar,MMR,2022,53756787,20.39,23.96,369685,0.69,0.4,2,-0.15,-0.62,379.3
Nauru,NRU,2000,10168,0.03,27.75,NULL,NULL,NULL,NULL,NULL,NULL,2950.43
Nauru,NRU,2001,10130,0.03,27.82,-38,-0.37,0,0,0.07,0.25,2961.5
Nauru,NRU,2002,10082,0.03,27.83,-48,-0.47,0,0,0.01,0.04,2975.6
Nauru,NRU,2003,10059,0.03,27.84,-23,-0.23,0,0,0.01,0.04,2982.4
Nauru,NRU,2004,10060,0.03,27.84,1,0.01,0,0,0,0,2982.11
Nauru,NRU,2005,10049,0.03,27.83,-11,-0.11,0,0,-0.01,-0.04,2985.37
Nauru,NRU,2006,10034,0.02,27.83,-15,-0.15,-0.01,-33.33,0,0,1993.22
Nauru,NRU,2007,10020,0.02,27.8,-14,-0.14,0,0,-0.03,-0.11,1996.01
Nauru,NRU,2008,10009,0.02,27.75,-11,-0.11,0,0,-0.05,-0.18,1998.2
Nauru,NRU,2009,10016,0.02,27.78,7,0.07,0,0,0.03,0.11,1996.81
Nauru,NRU,2010,10043,0.02,27.73,27,0.27,0,0,-0.05,-0.18,1991.44
Nauru,NRU,2011,10098,0.02,27.77,55,0.55,0,0,0.04,0.14,1980.59
Nauru,NRU,2012,10267,0.02,27.84,169,1.67,0,0,0.07,0.25,1947.99
Nauru,NRU,2013,10517,0.02,27.83,250,2.43,0,0,-0.01,-0.04,1901.68
Nauru,NRU,2014,10742,0.03,27.83,225,2.14,0.01,50,0,0,2792.78
Nauru,NRU,2015,10954,0.03,27.85,212,1.97,0,0,0.02,0.07,2738.73
Nauru,NRU,2016,11150,0.03,27.86,196,1.79,0,0,0.01,0.04,2690.58
Nauru,NRU,2017,11324,0.03,27.84,174,1.56,0,0,-0.02,-0.07,2649.24
Nauru,NRU,2018,11477,0.04,27.83,153,1.35,0.01,33.33,-0.01,-0.04,3485.23
Nauru,NRU,2019,11587,0.04,28.07,110,0.96,0,0,0.24,0.86,3452.14
Nauru,NRU,2020,11643,0.04,28.15,56,0.48,0,0,0.08,0.29,3435.54
Nauru,NRU,2021,11709,0.04,28.11,66,0.57,0,0,-0.04,-0.14,3416.18
Nauru,NRU,2022,11801,0.04,27.87,92,0.79,0,0,-0.24,-0.85,3389.54
Nepal,NPL,2000,24546509,1.65,13.99,NULL,NULL,NULL,NULL,NULL,NULL,67.22
Nepal,NPL,2001,24946748,1.85,14.31,400239,1.63,0.2,12.12,0.32,2.29,74.16
Nepal,NPL,2002,25328981,2.1,14.28,382233,1.53,0.25,13.51,-0.03,-0.21,82.91
Nepal,NPL,2003,25688758,2.26,14.2,359777,1.42,0.16,7.62,-0.08,-0.56,87.98
Nepal,NPL,2004,26016656,2.39,14.4,327898,1.28,0.13,5.75,0.2,1.41,91.86
Nepal,NPL,2005,26309458,2.51,14.26,292802,1.13,0.12,5.02,-0.14,-0.97,95.4
Nepal,NPL,2006,26565425,2.72,14.7,255967,0.97,0.21,8.37,0.44,3.09,102.39
Nepal,NPL,2007,26788492,2.77,14.59,223067,0.84,0.05,1.84,-0.11,-0.75,103.4
Nepal,NPL,2008,26990037,2.79,14.19,201545,0.75,0.02,0.72,-0.4,-2.74,103.37
Nepal,NPL,2009,27173035,3.08,14.91,182998,0.68,0.29,10.39,0.72,5.07,113.35
Nepal,NPL,2010,27341952,3.18,14.94,168917,0.62,0.1,3.25,0.03,0.2,116.3
Nepal,NPL,2011,27464494,3.46,14.21,122542,0.45,0.28,8.81,-0.73,-4.89,125.98
Nepal,NPL,2012,27534915,3.53,14.1,70421,0.26,0.07,2.02,-0.11,-0.77,128.2
Nepal,NPL,2013,27589996,3.5,13.98,55081,0.2,-0.03,-0.85,-0.12,-0.85,126.86
Nepal,NPL,2014,27672370,3.8,14.06,82374,0.3,0.3,8.57,0.08,0.57,137.32
Nepal,NPL,2015,27823629,3.46,14.08,151259,0.55,-0.34,-8.95,0.02,0.14,124.35
Nepal,NPL,2016,27955462,4.18,14.77,131833,0.47,0.72,20.81,0.69,4.9,149.52
Nepal,NPL,2017,28011258,4.58,14.53,55796,0.2,0.4,9.57,-0.24,-1.62,163.51
Nepal,NPL,2018,28079689,4.84,14.26,68431,0.24,0.26,5.68,-0.27,-1.86,172.37
Nepal,NPL,2019,28414064,6.14,14.08,334375,1.19,1.3,26.86,-0.18,-1.26,216.09
Nepal,NPL,2020,28966574,6.2,13.89,552510,1.94,0.06,0.98,-0.19,-1.35,214.04
Nepal,NPL,2021,29475010,9.67,14.29,508436,1.76,3.47,55.97,0.4,2.88,328.07
Nepal,NPL,2022,29715436,9.82,14.39,240426,0.82,0.15,1.55,0.1,0.7,330.47
Netherlands,NLD,2000,15925513,88.06,10.85,NULL,NULL,NULL,NULL,NULL,NULL,5529.49
Netherlands,NLD,2001,16046180,92.14,10.3,120667,0.76,4.08,4.63,-0.55,-5.07,5742.18
Netherlands,NLD,2002,16148929,94.64,10.74,102749,0.64,2.5,2.71,0.44,4.27,5860.45
Netherlands,NLD,2003,16225302,95.47,10.58,76373,0.47,0.83,0.88,-0.16,-1.49,5884.02
Netherlands,NLD,2004,16281779,99.82,10.3,56477,0.35,4.35,4.56,-0.28,-2.65,6130.78
Netherlands,NLD,2005,16319868,98.53,10.55,38089,0.23,-1.29,-1.29,0.25,2.43,6037.43
Netherlands,NLD,2006,16346101,97.52,10.93,26233,0.16,-1.01,-1.03,0.38,3.6,5965.95
Netherlands,NLD,2007,16381696,103.68,11.06,35595,0.22,6.16,6.32,0.13,1.19,6329.02
Netherlands,NLD,2008,16445593,106.21,10.55,63897,0.39,2.53,2.44,-0.51,-4.61,6458.27
Netherlands,NLD,2009,16530388,112.35,10.49,84795,0.52,6.14,5.78,-0.06,-0.57,6796.57
Netherlands,NLD,2010,16615394,118.1,9.06,85006,0.51,5.75,5.12,-1.43,-13.63,7107.87
Netherlands,NLD,2011,16693074,112.64,10.9,77680,0.47,-5.46,-4.62,1.84,20.31,6747.71
Netherlands,NLD,2012,16754962,102.27,10.24,61888,0.37,-10.37,-9.21,-0.66,-6.06,6103.86
Netherlands,NLD,2013,16804432,100.56,9.76,49470,0.3,-1.71,-1.67,-0.48,-4.69,5984.14
Netherlands,NLD,2014,16865008,102.1,11.63,60576,0.36,1.54,1.53,1.87,19.16,6053.96
Netherlands,NLD,2015,16939923,108.99,10.89,74915,0.44,6.89,6.75,-0.74,-6.36,6433.91
Netherlands,NLD,2016,17030314,113.96,10.67,90391,0.53,4.97,4.56,-0.22,-2.02,6691.6
Netherlands,NLD,2017,17131296,116.04,10.91,100982,0.59,2.08,1.83,0.24,2.25,6773.57
Netherlands,NLD,2018,17231624,113.1,11.41,100328,0.59,-2.94,-2.53,0.5,4.58,6563.51
Netherlands,NLD,2019,17344874,120.05,11.26,113250,0.66,6.95,6.15,-0.15,-1.31,6921.35
Netherlands,NLD,2020,17441500,121.96,11.69,96626,0.56,1.91,1.59,0.43,3.82,6992.52
Netherlands,NLD,2021,17533044,120.76,10.41,91544,0.52,-1.2,-0.98,-1.28,-10.95,6887.57
Netherlands,NLD,2022,17700982,120.28,11.72,167938,0.96,-0.48,-0.4,1.31,12.58,6795.1
"New Zealand",NZL,2000,3857700,38.91,10.53,NULL,NULL,NULL,NULL,NULL,NULL,10086.32
"New Zealand",NZL,2001,3880500,39.28,10.61,22800,0.59,0.37,0.95,0.08,0.76,10122.41
"New Zealand",NZL,2002,3948500,40.21,10.41,68000,1.75,0.93,2.37,-0.2,-1.89,10183.61
"New Zealand",NZL,2003,4027200,40.37,10.37,78700,1.99,0.16,0.4,-0.04,-0.38,10024.33
"New Zealand",NZL,2004,4087500,42.27,9.81,60300,1.5,1.9,4.71,-0.56,-5.4,10341.28
"New Zealand",NZL,2005,4133900,42.48,10.83,46400,1.14,0.21,0.5,1.02,10.4,10276.01
"New Zealand",NZL,2006,4184600,43.04,10.13,50700,1.23,0.56,1.32,-0.7,-6.46,10285.33
"New Zealand",NZL,2007,4223800,43.38,10.48,39200,0.94,0.34,0.79,0.35,3.46,10270.37
"New Zealand",NZL,2008,4259800,43.39,10.54,36000,0.85,0.01,0.02,0.06,0.57,10185.92
"New Zealand",NZL,2009,4302600,42.95,10.1,42800,1,-0.44,-1.01,-0.44,-4.17,9982.34
"New Zealand",NZL,2010,4350700,44.31,10.78,48100,1.12,1.36,3.17,0.68,6.73,10184.57
"New Zealand",NZL,2011,4384000,43.86,10.64,33300,0.77,-0.45,-1.02,-0.14,-1.3,10004.56
"New Zealand",NZL,2012,4408100,43.75,10.34,24100,0.55,-0.11,-0.25,-0.3,-2.82,9924.91
"New Zealand",NZL,2013,4442100,42.7,10.94,34000,0.77,-1.05,-2.4,0.6,5.8,9612.57
"New Zealand",NZL,2014,4516500,42.92,10.5,74400,1.67,0.22,0.52,-0.44,-4.02,9502.93
"New Zealand",NZL,2015,4609400,43.57,10.39,92900,2.06,0.65,1.51,-0.11,-1.05,9452.42
"New Zealand",NZL,2016,4714100,43.15,11.1,104700,2.27,-0.42,-0.96,0.71,6.83,9153.39
"New Zealand",NZL,2017,4813600,43.66,10.89,99500,2.11,0.51,1.18,-0.21,-1.89,9070.13
"New Zealand",NZL,2018,4900600,43.73,11.05,87000,1.81,0.07,0.16,0.16,1.47,8923.4
"New Zealand",NZL,2019,4979200,43.75,10.9,78600,1.6,0.02,0.05,-0.15,-1.36,8786.55
