country_name,country_code,year,population,electricity_twh,avg_temp,population_growth,population_growth_pct,electro_growth,electro_growth_pct,temp_growth,temp_growth_pct,electro_per_capita_kwh
Afghanistan,AFG,2000,20130327,0.48,13.46,NULL,NULL,NULL,NULL,NULL,NULL,23.84
Afghanistan,AFG,2001,20284307,0.69,13.8,153980,0.76,0.21,43.75,0.34,2.53,34.02
Afghanistan,AFG,2002,21378117,0.71,13.61,1093810,5.39,0.02,2.9,-0.19,-1.38,33.21
Afghanistan,AFG,2003,22733049,0.91,13.11,1354932,6.34,0.2,28.17,-0.5,-3.67,40.03
Afghanistan,AFG,2004,23560654,0.79,13.87,827605,3.64,-0.12,-13.19,0.76,5.8,33.53
Afghanistan,AFG,2005,24404567,0.82,13.14,843913,3.58,0.03,3.8,-0.73,-5.26,33.6
Afghanistan,AFG,2006,25424094,0.9,13.89,1019527,4.18,0.08,9.76,0.75,5.71,35.4
Afghanistan,AFG,2007,25909852,1.01,13.48,485758,1.91,0.11,12.22,-0.41,-2.95,38.98
Afghanistan,AFG,2008,26482622,0.78,13.63,572770,2.21,-0.23,-22.77,0.15,1.11,29.45
Afghanistan,AFG,2009,27466101,0.89,13.68,983479,3.71,0.11,14.1,0.05,0.37,32.4
Afghanistan,AFG,2010,28284089,0.88,14.01,817988,2.98,-0.01,-1.12,0.33,2.41,31.11
Afghanistan,AFG,2011,29347708,0.77,13.55,1063619,3.76,-0.11,-12.5,-0.46,-3.28,26.24
Afghanistan,AFG,2012,30560034,0.88,12.92,1212326,4.13,0.11,14.29,-0.63,-4.65,28.8
Afghanistan,AFG,2013,31622704,1.11,13.89,1062670,3.48,0.23,26.14,0.97,7.51,35.1
Afghanistan,AFG,2014,32792523,1.16,13.33,1169819,3.7,0.05,4.5,-0.56,-4.03,35.37
Afghanistan,AFG,2015,33831764,1.18,13.66,1039241,3.17,0.02,1.72,0.33,2.48,34.88
Afghanistan,AFG,2016,34700612,1.21,14.19,868848,2.57,0.03,2.54,0.53,3.88,34.87
Afghanistan,AFG,2017,35688935,1.26,13.82,988323,2.85,0.05,4.13,-0.37,-2.61,35.31
Afghanistan,AFG,2018,36743039,1.17,14.25,1054104,2.95,-0.09,-7.14,0.43,3.11,31.84
Afghanistan,AFG,2019,37856121,1.07,13.58,1113082,3.03,-0.1,-8.55,-0.67,-4.7,28.26
Afghanistan,AFG,2020,39068979,0.8,12.91,1212858,3.2,-0.27,-25.23,-0.67,-4.93,20.48
Afghanistan,AFG,2021,40000412,0.83,14.28,931433,2.38,0.03,3.75,1.37,10.61,20.75
Afghanistan,AFG,2022,40578842,0.83,14.48,578430,1.45,0,0,0.2,1.4,20.45
Albania,ALB,2000,3089027,4.73,12.73,NULL,NULL,NULL,NULL,NULL,NULL,1531.23
Albania,ALB,2001,3060173,3.69,12.46,-28854,-0.93,-1.04,-21.99,-0.27,-2.12,1205.81
Albania,ALB,2002,3051010,3.71,12.54,-9163,-0.3,0.02,0.54,0.08,0.64,1215.99
Albania,ALB,2003,3039616,5.23,12.41,-11394,-0.37,1.52,40.97,-0.13,-1.04,1720.61
Albania,ALB,2004,3026939,5.55,12.1,-12677,-0.42,0.32,6.12,-0.31,-2.5,1833.54
Albania,ALB,2005,3011487,5.39,11.66,-15452,-0.51,-0.16,-2.88,-0.44,-3.64,1789.81
Albania,ALB,2006,2992547,5.04,12.08,-18940,-0.63,-0.35,-6.49,0.42,3.6,1684.18
Albania,ALB,2007,2970017,2.83,12.74,-22530,-0.75,-2.21,-43.85,0.66,5.46,952.86
Albania,ALB,2008,2947314,3.76,12.84,-22703,-0.76,0.93,32.86,0.1,0.78,1275.74
Albania,ALB,2009,2927519,5.2,12.69,-19795,-0.67,1.44,38.3,-0.15,-1.17,1776.25
Albania,ALB,2010,2913021,7.57,12.6,-14498,-0.5,2.37,45.58,-0.09,-0.71,2598.68
Albania,ALB,2011,2905195,4.19,12.39,-7826,-0.27,-3.38,-44.65,-0.21,-1.67,1442.24
Albania,ALB,2012,2900401,4.72,12.89,-4794,-0.17,0.53,12.65,0.5,4.04,1627.36
Albania,ALB,2013,2895092,6.96,12.9,-5309,-0.18,2.24,47.46,0.01,0.08,2404.07
Albania,ALB,2014,2889104,4.72,12.93,-5988,-0.21,-2.24,-32.18,0.03,0.23,1633.72
Albania,ALB,2015,2880703,5.89,12.87,-8401,-0.29,1.17,24.79,-0.06,-0.46,2044.64
Albania,ALB,2016,2876101,7.78,12.9,-4602,-0.16,1.89,32.09,0.03,0.23,2705.05
Albania,ALB,2017,2873457,4.53,12.75,-2644,-0.09,-3.25,-41.77,-0.15,-1.16,1576.5
Albania,ALB,2018,2866376,8.55,13.43,-7081,-0.25,4.02,88.74,0.68,5.33,2982.86
Albania,ALB,2019,2854191,5.2,13.33,-12185,-0.43,-3.35,-39.18,-0.1,-0.74,1821.88
Albania,ALB,2020,2837849,5.31,13.07,-16342,-0.57,0.11,2.12,-0.26,-1.95,1871.14
Albania,ALB,2021,2811666,8.96,12.89,-26183,-0.92,3.65,68.74,-0.18,-1.38,3186.72
Albania,ALB,2022,2777689,7,13.31,-33977,-1.21,-1.96,-21.88,0.42,3.26,2520.08
Algeria,DZA,2000,30903893,25.4,23.57,NULL,NULL,NULL,NULL,NULL,NULL,821.9
Algeria,DZA,2001,31331221,26.62,23.83,427328,1.38,1.22,4.8,0.26,1.1,849.63
Algeria,DZA,2002,31750835,27.65,23.72,419614,1.34,1.03,3.87,-0.11,-0.46,870.84
Algeria,DZA,2003,32175818,29.57,23.84,424983,1.34,1.92,6.94,0.12,0.51,919.01
Algeria,DZA,2004,32628286,31.25,23.56,452468,1.41,1.68,5.68,-0.28,-1.17,957.76
Algeria,DZA,2005,33109249,33.91,23.58,480963,1.47,2.66,8.51,0.02,0.08,1024.19
Algeria,DZA,2006,33623506,35.23,23.74,514257,1.55,1.32,3.89,0.16,0.68,1047.78
Algeria,DZA,2007,34189416,37.19,23.58,565910,1.68,1.96,5.56,-0.16,-0.67,1087.76
Algeria,DZA,2008,34816961,40.23,23.43,627545,1.84,3.04,8.17,-0.15,-0.64,1155.47
Algeria,DZA,2009,35490445,38.5,23.87,673484,1.93,-1.73,-4.3,0.44,1.88,1084.8
Algeria,DZA,2010,36188236,45.73,24.09,697791,1.97,7.23,18.78,0.22,0.92,1263.67
Algeria,DZA,2011,36903376,51.22,23.78,715140,1.98,5.49,12.01,-0.31,-1.29,1387.95
Algeria,DZA,2012,37646166,57.4,23.74,742790,2.01,6.18,12.07,-0.04,-0.17,1524.72
Algeria,DZA,2013,38414171,59.89,23.48,768005,2.04,2.49,4.34,-0.26,-1.1,1559.06
Algeria,DZA,2014,39205031,64.27,23.92,790860,2.06,4.38,7.31,0.44,1.87,1639.33
Algeria,DZA,2015,40019529,68.84,23.79,814498,2.08,4.57,7.11,-0.13,-0.54,1720.16
Algeria,DZA,2016,40850721,71.04,23.99,831192,2.08,2.2,3.2,0.2,0.84,1739.01
Algeria,DZA,2017,41689299,76.07,23.86,838578,2.05,5.03,7.08,-0.13,-0.54,1824.69
Algeria,DZA,2018,42505035,76.71,23.5,815736,1.96,0.64,0.84,-0.36,-1.51,1804.73
Algeria,DZA,2019,43294546,81.58,23.65,789511,1.86,4.87,6.35,0.15,0.64,1884.3
Algeria,DZA,2020,44042091,79.22,23.78,747545,1.73,-2.36,-2.89,0.13,0.55,1798.73
Algeria,DZA,2021,44761099,85.45,23.92,719008,1.63,6.23,7.86,0.14,0.59,1909.02
Algeria,DZA,2022,45477389,88.18,24.11,716290,1.6,2.73,3.19,0.19,0.79,1938.99
Angola,AGO,2000,16194869,1.44,21.72,NULL,NULL,NULL,NULL,NULL,NULL,88.92
Angola,AGO,2001,16747208,1.64,21.9,552339,3.41,0.2,13.89,0.18,0.83,97.93
Angola,AGO,2002,17327699,1.76,21.98,580491,3.47,0.12,7.32,0.08,0.37,101.57
Angola,AGO,2003,17943712,1.99,22.08,616013,3.56,0.23,13.07,0.1,0.45,110.9
Angola,AGO,2004,18600423,2.24,21.81,656711,3.66,0.25,12.56,-0.27,-1.22,120.43
Angola,AGO,2005,19291161,2.63,22.22,690738,3.71,0.39,17.41,0.41,1.88,136.33
Angola,AGO,2006,20015279,2.98,21.58,724118,3.75,0.35,13.31,-0.64,-2.88,148.89
Angola,AGO,2007,20778561,3.24,21.56,763282,3.81,0.26,8.72,-0.02,-0.09,155.93
Angola,AGO,2008,21578655,4.05,21.53,800094,3.85,0.81,25,-0.03,-0.14,187.69
Angola,AGO,2009,22414773,4.91,21.76,836118,3.87,0.86,21.23,0.23,1.07,219.05
Angola,AGO,2010,23294825,5.46,21.92,880052,3.93,0.55,11.2,0.16,0.74,234.39
Angola,AGO,2011,24218352,5.66,21.49,923527,3.96,0.2,3.66,-0.43,-1.96,233.71
Angola,AGO,2012,25177394,7.72,21.53,959042,3.96,2.06,36.4,0.04,0.19,306.62
Angola,AGO,2013,26165620,8.15,21.58,988226,3.93,0.43,5.57,0.05,0.23,311.48
Angola,AGO,2014,27160769,9.56,21.57,995149,3.8,1.41,17.3,-0.01,-0.05,351.98
Angola,AGO,2015,28157798,9.78,21.71,997029,3.67,0.22,2.3,0.14,0.65,347.33
Angola,AGO,2016,29183070,10.98,21.99,1025272,3.64,1.2,12.27,0.28,1.29,376.25
Angola,AGO,2017,30234839,10.81,21.88,1051769,3.6,-0.17,-1.55,-0.11,-0.5,357.53
Angola,AGO,2018,31297155,13.14,21.67,1062316,3.51,2.33,21.55,-0.21,-0.96,419.85
Angola,AGO,2019,32375632,15.82,21.81,1078477,3.45,2.68,20.4,0.14,0.65,488.64
Angola,AGO,2020,33451132,16.81,21.72,1075500,3.32,0.99,6.26,-0.09,-0.41,502.52
Angola,AGO,2021,34532429,16.85,21.74,1081297,3.23,0.04,0.24,0.02,0.09,487.95
Angola,AGO,2022,35635029,16.94,21.63,1102600,3.19,0.09,0.53,-0.11,-0.51,475.37
Argentina,ARG,2000,37213984,88.98,14.45,NULL,NULL,NULL,NULL,NULL,NULL,2391.04
Argentina,ARG,2001,37624825,90.14,15.07,410841,1.1,1.16,1.3,0.62,4.29,2395.76
Argentina,ARG,2002,38029349,84.59,14.83,404524,1.08,-5.55,-6.16,-0.24,-1.59,2224.33
Argentina,ARG,2003,38424282,92.07,15.22,394933,1.04,7.48,8.84,0.39,2.63,2396.14
Argentina,ARG,2004,38815916,100.26,15.2,391634,1.02,8.19,8.9,-0.02,-0.13,2582.96
Argentina,ARG,2005,39216789,105.75,14.86,400873,1.03,5.49,5.48,-0.34,-2.24,2696.55
Argentina,ARG,2006,39622115,113.43,15.38,405326,1.03,7.68,7.26,0.52,3.5,2862.8
Argentina,ARG,2007,40016763,113.52,14.41,394648,1,0.09,0.08,-0.97,-6.31,2836.81
Argentina,ARG,2008,40424148,121.91,15.3,407385,1.02,8.39,7.39,0.89,6.18,3015.77
Argentina,ARG,2009,40854831,122.32,15.34,430683,1.07,0.41,0.34,0.04,0.26,2994.02
Argentina,ARG,2010,41288694,126,14.85,433863,1.06,3.68,3.01,-0.49,-3.19,3051.68
Argentina,ARG,2011,41730660,129.49,15.13,441966,1.07,3.49,2.77,0.28,1.89,3102.99
Argentina,ARG,2012,42161721,136.02,15.52,431061,1.03,6.53,5.04,0.39,2.58,3226.15
Argentina,ARG,2013,42582455,139.45,15.34,420734,1,3.43,2.52,-0.18,-1.16,3274.82
Argentina,ARG,2014,43024071,138.54,15.35,441616,1.04,-0.91,-0.65,0.01,0.07,3220.06
Argentina,ARG,2015,43477012,145.42,15.48,452941,1.05,6.88,4.97,0.13,0.85,3344.76
Argentina,ARG,2016,43900313,147.18,14.98,423301,0.97,1.76,1.21,-0.5,-3.23,3352.6
Argentina,ARG,2017,44288894,145.61,15.53,388581,0.89,-1.57,-1.07,0.55,3.67,3287.73
Argentina,ARG,2018,44654882,146.78,15.21,365988,0.83,1.17,0.8,-0.32,-2.06,3286.99
Argentina,ARG,2019,44973465,139.53,15.19,318583,0.71,-7.25,-4.94,-0.02,-0.13,3102.5
Argentina,ARG,2020,45191965,144.64,15.52,218500,0.49,5.11,3.66,0.33,2.17,3200.57
Argentina,ARG,2021,45312281,153.15,15.4,120316,0.27,8.51,5.88,-0.12,-0.77,3379.88
Argentina,ARG,2022,45407904,150.83,15.07,95623,0.21,-2.32,-1.51,-0.33,-2.14,3321.67
Armenia,ARM,2000,3221100,5.78,7.87,NULL,NULL,NULL,NULL,NULL,NULL,1794.42
Armenia,ARM,2001,3211800,5.74,8.54,-9300,-0.29,-0.04,-0.69,0.67,8.51,1787.16
Armenia,ARM,2002,3199800,5.31,7.44,-12000,-0.37,-0.43,-7.49,-1.1,-12.88,1659.48
Armenia,ARM,2003,3182500,5.3,7.51,-17300,-0.54,-0.01,-0.19,0.07,0.94,1665.36
Armenia,ARM,2004,3164900,5.79,7.64,-17600,-0.55,0.49,9.25,0.13,1.73,1829.44
Armenia,ARM,2005,3146400,6.08,7.75,-18500,-0.58,0.29,5.01,0.11,1.44,1932.37
Armenia,ARM,2006,3127100,5.71,7.97,-19300,-0.61,-0.37,-6.09,0.22,2.84,1825.97
Armenia,ARM,2007,3107400,5.67,7.34,-19700,-0.63,-0.04,-0.7,-0.63,-7.9,1824.68
Armenia,ARM,2008,3087100,5.9,7.61,-20300,-0.65,0.23,4.06,0.27,3.68,1911.18
Armenia,ARM,2009,3066000,5.44,7.76,-21100,-0.68,-0.46,-7.8,0.15,1.97,1774.3
Armenia,ARM,2010,3044800,6.27,9.53,-21200,-0.69,0.83,15.26,1.77,22.81,2059.25
Armenia,ARM,2011,3027900,7.21,7.13,-16900,-0.56,0.94,14.99,-2.4,-25.18,2381.19
Armenia,ARM,2012,3024100,7.82,8.2,-3800,-0.13,0.61,8.46,1.07,15.01,2585.89
Armenia,ARM,2013,3022000,7.49,7.76,-2100,-0.07,-0.33,-4.22,-0.44,-5.37,2478.49
Armenia,ARM,2014,3013800,7.53,8.61,-8200,-0.27,0.04,0.53,0.85,10.95,2498.51
Armenia,ARM,2015,3004600,7.55,8.41,-9200,-0.31,0.02,0.27,-0.2,-2.32,2512.81
Armenia,ARM,2016,2992300,7.1,7.81,-12300,-0.41,-0.45,-5.96,-0.6,-7.13,2372.76
Armenia,ARM,2017,2979400,7.53,8.08,-12900,-0.43,0.43,6.06,0.27,3.46,2527.35
Armenia,ARM,2018,2969000,7.59,9.32,-10400,-0.35,0.06,0.8,1.24,15.35,2556.42
Armenia,ARM,2019,2962500,7.49,8.64,-6500,-0.22,-0.1,-1.32,-0.68,-7.3,2528.27
Armenia,ARM,2020,2961500,7.64,8.41,-1000,-0.03,0.15,2,-0.23,-2.66,2579.77
Armenia,ARM,2021,2962300,7.72,8.81,800,0.03,0.08,1.05,0.4,4.76,2606.08
Armenia,ARM,2022,2969200,8.77,8.64,6900,0.23,1.05,13.6,-0.17,-1.93,2953.66
Australia,AUS,2000,19028802,216.83,21.45,NULL,NULL,NULL,NULL,NULL,NULL,11394.83
Australia,AUS,2001,19274701,224.26,21.47,245899,1.29,7.43,3.43,0.02,0.09,11634.94
Australia,AUS,2002,19495210,223.49,22.16,220509,1.14,-0.77,-0.34,0.69,3.21,11463.84
Australia,AUS,2003,19720737,225.95,22.12,225527,1.16,2.46,1.1,-0.04,-0.18,11457.48
Australia,AUS,2004,19932722,229.23,21.99,211985,1.07,3.28,1.45,-0.13,-0.59,11500.19
Australia,AUS,2005,20176844,230.74,22.47,244122,1.22,1.51,0.66,0.48,2.18,11435.88
Australia,AUS,2006,20450966,237.99,21.83,274122,1.36,7.25,3.14,-0.64,-2.85,11637.1
Australia,AUS,2007,20827622,243.19,21.98,376656,1.84,5.2,2.18,0.15,0.69,11676.32
Australia,AUS,2008,21249199,245.38,21.7,421577,2.02,2.19,0.9,-0.28,-1.27,11547.73
Australia,AUS,2009,21691653,249.9,22.11,442454,2.08,4.52,1.84,0.41,1.89,11520.56
Australia,AUS,2010,22031750,250.97,21.48,340097,1.57,1.07,0.43,-0.63,-2.85,11391.29
Australia,AUS,2011,22340024,256.28,21.44,308274,1.4,5.31,2.12,-0.04,-0.19,11471.79
Australia,AUS,2012,22733465,250.66,21.75,393441,1.76,-5.62,-2.19,0.31,1.45,11026.04
Australia,AUS,2013,23128129,249.56,22.72,394664,1.74,-1.1,-0.44,0.97,4.46,10790.32
Australia,AUS,2014,23475686,247.65,22.53,347557,1.5,-1.91,-0.77,-0.19,-0.84,10549.21
Australia,AUS,2015,23815995,253.99,22.33,340309,1.45,6.34,2.56,-0.2,-0.89,10664.68
Australia,AUS,2016,24190907,258.23,22.41,374912,1.57,4.24,1.67,0.08,0.36,10674.67
Australia,AUS,2017,24592588,258.97,22.48,401681,1.66,0.74,0.29,0.07,0.31,10530.41
Australia,AUS,2018,24963258,262.63,22.49,370670,1.51,3.66,1.41,0.01,0.04,10520.66
Australia,AUS,2019,25334826,265.9,22.78,371568,1.49,3.27,1.25,0.29,1.29,10495.43
Australia,AUS,2020,25649248,265.22,22.56,314422,1.24,-0.68,-0.26,-0.22,-0.97,10340.26
Australia,AUS,2021,25685412,267.45,22.05,36164,0.14,2.23,0.84,-0.51,-2.26,10412.53
Australia,AUS,2022,26014399,273.55,21.96,328987,1.28,6.1,2.28,-0.09,-0.41,10515.33
Austria,AUT,2000,8011566,59.64,7.99,NULL,NULL,NULL,NULL,NULL,NULL,7444.24
Austria,AUT,2001,8042293,60.98,7.04,30727,0.38,1.34,2.25,-0.95,-11.89,7582.41
Austria,AUT,2002,8081957,60.63,7.74,39664,0.49,-0.35,-0.57,0.7,9.94,7501.9
Austria,AUT,2003,8121423,57.97,7.37,39466,0.49,-2.66,-4.39,-0.37,-4.78,7137.91
Austria,AUT,2004,8171966,61.85,6.77,50543,0.62,3.88,6.69,-0.6,-8.14,7568.56
Austria,AUT,2005,8227829,64.37,6.43,55863,0.68,2.52,4.07,-0.34,-5.02,7823.45
Austria,AUT,2006,8268641,62.21,7.23,40812,0.5,-2.16,-3.36,0.8,12.44,7523.61
Austria,AUT,2007,8295487,62.83,7.81,26846,0.32,0.62,1,0.58,8.02,7574
Austria,AUT,2008,8321496,64.38,7.67,26009,0.31,1.55,2.47,-0.14,-1.79,7736.59
Austria,AUT,2009,8343323,66.21,7.51,21827,0.26,1.83,2.84,-0.16,-2.09,7935.69
Austria,AUT,2010,8363404,67.82,6.55,20081,0.24,1.61,2.43,-0.96,-12.78,8109.14
Austria,AUT,2011,8391643,62.2,7.92,28239,0.34,-5.62,-8.29,1.37,20.92,7412.14
Austria,AUT,2012,8429991,68.65,7.7,38348,0.46,6.45,10.37,-0.22,-2.78,8143.54
Austria,AUT,2013,8479823,64.55,7.37,49832,0.59,-4.1,-5.97,-0.33,-4.29,7612.19
Austria,AUT,2014,8546356,61.55,8.37,66533,0.78,-3,-4.65,1,13.57,7201.9
Austria,AUT,2015,8642699,61.78,8.31,96343,1.13,0.23,0.37,-0.06,-0.72,7148.23
Austria,AUT,2016,8736668,64.87,7.76,93969,1.09,3.09,5,-0.55,-6.62,7425.03
Austria,AUT,2017,8797566,67.09,7.71,60898,0.7,2.22,3.42,-0.05,-0.64,7625.97
Austria,AUT,2018,8840521,64.67,8.55,42955,0.49,-2.42,-3.61,0.84,10.89,7315.18
Austria,AUT,2019,8879920,70.69,8.46,39399,0.45,6.02,9.31,-0.09,-1.05,7960.66
Austria,AUT,2020,8916864,69.04,8.25,36944,0.42,-1.65,-2.33,-0.21,-2.48,7742.63
Austria,AUT,2021,8955797,66.68,7.41,38933,0.44,-2.36,-3.42,-0.84,-10.18,7445.46
Austria,AUT,2022,9041851,64.25,8.65,86054,0.96,-2.43,-3.64,1.24,16.73,7105.85
Azerbaijan,AZE,2000,8048600,18.68,13.05,NULL,NULL,NULL,NULL,NULL,NULL,2320.9
Azerbaijan,AZE,2001,8111200,18.96,13.62,62600,0.78,0.28,1.5,0.57,4.37,2337.51
Azerbaijan,AZE,2002,8171950,18.68,12.79,60750,0.75,-0.28,-1.48,-0.83,-6.09,2285.87
Azerbaijan,AZE,2003,8234100,21.26,12.57,62150,0.76,2.58,13.81,-0.22,-1.72,2581.95
Azerbaijan,AZE,2004,8306500,21.72,13.05,72400,0.88,0.46,2.16,0.48,3.82,2614.82
Azerbaijan,AZE,2005,8391850,22.84,13.06,85350,1.03,1.12,5.16,0.01,0.08,2721.69
Azerbaijan,AZE,2006,8484550,24.51,13.09,92700,1.1,1.67,7.31,0.03,0.23,2888.78
Azerbaijan,AZE,2007,8581300,21.82,12.73,96750,1.14,-2.69,-10.98,-0.36,-2.75,2542.74
Azerbaijan,AZE,2008,8763400,21.62,12.79,182100,2.12,-0.2,-0.92,0.06,0.47,2467.08
Azerbaijan,AZE,2009,8947243,18.85,12.93,183843,2.1,-2.77,-12.81,0.14,1.09,2106.79
Azerbaijan,AZE,2010,9054332,18.67,14.47,107089,1.2,-0.18,-0.95,1.54,11.91,2062
Azerbaijan,AZE,2011,9173082,20.27,12.36,118750,1.31,1.6,8.57,-2.11,-14.58,2209.73
Azerbaijan,AZE,2012,9295784,22.97,13.37,122702,1.34,2.7,13.32,1.01,8.17,2471.01
Azerbaijan,AZE,2013,9416801,23.25,13.12,121017,1.3,0.28,1.22,-0.25,-1.87,2468.99
Azerbaijan,AZE,2014,9535079,24.63,13.46,118278,1.26,1.38,5.94,0.34,2.59,2583.09
Azerbaijan,AZE,2015,9649341,24.57,13.55,114262,1.2,-0.06,-0.24,0.09,0.67,2546.29
Azerbaijan,AZE,2016,9757812,24.85,12.93,108471,1.12,0.28,1.14,-0.62,-4.58,2546.68
Azerbaijan,AZE,2017,9854033,24.22,13.22,96221,0.99,-0.63,-2.54,0.29,2.24,2457.88
Azerbaijan,AZE,2018,9939771,25.13,14.2,85738,0.87,0.91,3.76,0.98,7.41,2528.23
Azerbaijan,AZE,2019,10024283,25.95,13.75,84512,0.85,0.82,3.26,-0.45,-3.17,2588.71
Azerbaijan,AZE,2020,10093121,25.75,13.38,68838,0.69,-0.2,-0.77,-0.37,-2.69,2551.24
Azerbaijan,AZE,2021,10137750,27.79,13.9,44629,0.44,2.04,7.92,0.52,3.89,2741.24
Azerbaijan,AZE,2022,10141756,28.94,13.84,4006,0.04,1.15,4.14,-0.06,-0.43,2853.55
Bahamas,BHS,2000,323835,1.7,25.19,NULL,NULL,NULL,NULL,NULL,NULL,5249.59
Bahamas,BHS,2001,327836,1.77,25.31,4001,1.24,0.07,4.12,0.12,0.48,5399.04
Bahamas,BHS,2002,331614,1.89,25.69,3778,1.15,0.12,6.78,0.38,1.5,5699.4
Bahamas,BHS,2003,335618,2,25.58,4004,1.21,0.11,5.82,-0.11,-0.43,5959.16
Bahamas,BHS,2004,339782,1.98,25.35,4164,1.24,-0.02,-1,-0.23,-0.9,5827.27
Bahamas,BHS,2005,343894,2.09,25.35,4112,1.21,0.11,5.56,0,0,6077.45
Bahamas,BHS,2006,348375,2.12,25.5,4481,1.3,0.03,1.44,0.15,0.59,6085.4
Bahamas,BHS,2007,353334,2.25,25.67,4959,1.42,0.13,6.13,0.17,0.67,6367.91
Bahamas,BHS,2008,358120,2.25,25.33,4786,1.35,0,0,-0.34,-1.32,6282.81
Bahamas,BHS,2009,362810,2.14,25.49,4690,1.31,-0.11,-4.89,0.16,0.63,5898.4
Bahamas,BHS,2010,367478,2.01,24.67,4668,1.29,-0.13,-6.07,-0.82,-3.22,5469.72
Bahamas,BHS,2011,371729,2.05,25.56,4251,1.16,0.04,1.99,0.89,3.61,5514.77
Bahamas,BHS,2012,375469,1.9,25.42,3740,1.01,-0.15,-7.32,-0.14,-0.55,5060.34
Bahamas,BHS,2013,378953,1.88,25.62,3484,0.93,-0.02,-1.05,0.2,0.79,4961.04
Bahamas,BHS,2014,382298,1.92,25.69,3345,0.88,0.04,2.13,0.07,0.27,5022.26
Bahamas,BHS,2015,385346,2,26.47,3048,0.8,0.08,4.17,0.78,3.04,5190.14
Bahamas,BHS,2016,388055,1.97,25.95,2709,0.7,-0.03,-1.5,-0.52,-1.96,5076.6
Bahamas,BHS,2017,390485,1.99,26.03,2430,0.63,0.02,1.02,0.08,0.31,5096.23
Bahamas,BHS,2018,392717,2,25.85,2232,0.57,0.01,0.5,-0.18,-0.69,5092.73
Bahamas,BHS,2019,394675,2.01,26.28,1958,0.5,0.01,0.5,0.43,1.66,5092.8
Bahamas,BHS,2020,395863,2.02,26.32,1188,0.3,0.01,0.5,0.04,0.15,5102.78
Bahamas,BHS,2021,396373,2.03,25.87,510,0.13,0.01,0.5,-0.45,-1.71,5121.44
Bahamas,BHS,2022,397538,2.03,26.05,1165,0.29,0,0,0.18,0.7,5106.43
Bahrain,BHR,2000,637582,13.86,27.59,NULL,NULL,NULL,NULL,NULL,NULL,21738.38
Bahrain,BHR,2001,661316,14.62,27.89,23734,3.72,0.76,5.48,0.3,1.09,22107.43
Bahrain,BHR,2002,710553,15.26,27.71,49237,7.45,0.64,4.38,-0.18,-0.65,21476.23
Bahrain,BHR,2003,764517,15.7,27.76,53964,7.59,0.44,2.88,0.05,0.18,20535.84
Bahrain,BHR,2004,823741,16.15,27.6,59224,7.75,0.45,2.87,-0.16,-0.58,19605.68
Bahrain,BHR,2005,888822,19.37,27.37,65081,7.9,3.22,19.94,-0.23,-0.83,21792.89
Bahrain,BHR,2006,960424,21.04,27.65,71602,8.06,1.67,8.62,0.28,1.02,21906.99
Bahrain,BHR,2007,1039295,21.72,27.77,78871,8.21,0.68,3.23,0.12,0.43,20898.78
Bahrain,BHR,2008,1103496,22.82,27.65,64201,6.18,1.1,5.06,-0.12,-0.43,20679.73
Bahrain,BHR,2009,1178415,22.56,27.85,74919,6.79,-0.26,-1.14,0.2,0.72,19144.36
Bahrain,BHR,2010,1228543,23.82,28.54,50128,4.25,1.26,5.59,0.69,2.48,19388.82
Bahrain,BHR,2011,1195020,24.34,27.66,-33523,-2.73,0.52,2.18,-0.88,-3.08,20367.86
Bahrain,BHR,2012,1208964,24.77,27.87,13944,1.17,0.43,1.77,0.21,0.76,20488.62
Bahrain,BHR,2013,1253191,25.91,27.56,44227,3.66,1.14,4.6,-0.31,-1.11,20675.22
Bahrain,BHR,2014,1314562,27.26,27.9,61371,4.9,1.35,5.21,0.34,1.23,20736.95
Bahrain,BHR,2015,1370322,28.49,28.31,55760,4.24,1.23,4.51,0.41,1.47,20790.73
Bahrain,BHR,2016,1423726,28.52,28.43,53404,3.9,0.03,0.11,0.12,0.42,20031.94
Bahrain,BHR,2017,1501116,29.23,28.34,77390,5.44,0.71,2.49,-0.09,-0.32,19472.18
Bahrain,BHR,2018,1503091,29.55,28.79,1975,0.13,0.32,1.09,0.45,1.59,19659.49
Bahrain,BHR,2019,1483756,33.1,28.38,-19335,-1.29,3.55,12.01,-0.41,-1.42,22308.25
Bahrain,BHR,2020,1472204,33.37,28.19,-11552,-0.78,0.27,0.82,-0.19,-0.67,22666.7
Bahrain,BHR,2021,1504365,33.88,29.18,32161,2.18,0.51,1.53,0.99,3.51,22521.13
Bahrain,BHR,2022,1524693,35.54,28.84,20328,1.35,1.66,4.9,-0.34,-1.17,23309.61
Bangladesh,BGD,2000,134544304,15.94,25.3,NULL,NULL,NULL,NULL,NULL,NULL,118.47
Bangladesh,BGD,2001,136805810,17.38,26.03,2261506,1.68,1.44,9.03,0.73,2.89,127.04
Bangladesh,BGD,2002,138933658,18.95,25.8,2127848,1.56,1.57,9.03,-0.23,-0.88,136.4
Bangladesh,BGD,2003,140970351,20.07,25.76,2036693,1.47,1.12,5.91,-0.04,-0.16,142.37
Bangladesh,BGD,2004,142902856,25.13,25.83,1932505,1.37,5.06,25.21,0.07,0.27,175.85
Bangladesh,BGD,2005,144715786,26.96,26.03,1812930,1.27,1.83,7.28,0.2,0.77,186.3
